"Gilt Name","Close of Business Date","ISIN","Type","Coupon","Maturity","Clean Price","Dirty Price","Yield","Mod Duration","Accrued Interest"
"UKR  12/46","20/10/2023","GB00B15F3H46","Strips","N/A","07/12/2046","30.202848","30.202848","5.245290","22.532016","N/A"
"UKS  06/47","20/10/2023","GB00B0BDT880","Strips","N/A","07/06/2047","29.440180","29.440180","5.243932","23.019390","N/A"
"UKS  12/47","20/10/2023","GB00B0BDT997","Strips","N/A","07/12/2047","28.704364","28.704364","5.241505","23.506893","N/A"
"UKS  06/48","20/10/2023","GB00B0BDTB14","Strips","N/A","07/06/2048","27.994218","27.994218","5.238092","23.994523","N/A"
"UKS  12/48","20/10/2023","GB00B0BDTC21","Strips","N/A","07/12/2048","27.308605","27.308605","5.233774","24.482277","N/A"
"UKS  06/49","20/10/2023","GB00B0BDTD38","Strips","N/A","07/06/2049","26.646436","26.646436","5.228624","24.970153","N/A"
"UKS  12/49","20/10/2023","GB00B0BDTF51","Strips","N/A","07/12/2049","26.006671","26.006671","5.222713","25.458148","N/A"
"UKR  12/49","20/10/2023","GB00B3FMYZ45","Strips","N/A","07/12/2049","26.006671","26.006671","5.222713","25.458148","N/A"
"UKS  06/50","20/10/2023","GB00B0BDTG68","Strips","N/A","07/06/2050","25.388321","25.388321","5.216104","25.946259","N/A"
"UKS  12/50","20/10/2023","GB00B0BDTH75","Strips","N/A","07/12/2050","24.790450","24.790450","5.208858","26.434483","N/A"
"UKS  06/51","20/10/2023","GB00B0BDTJ99","Strips","N/A","07/06/2051","24.212170","24.212170","5.201029","26.922819","N/A"
"UKS  12/51","20/10/2023","GB00B0BDTK05","Strips","N/A","07/12/2051","23.652646","23.652646","5.192666","27.411263","N/A"
"UKS  06/52","20/10/2023","GB00B0BDTL12","Strips","N/A","07/06/2052","23.111093","23.111093","5.183813","27.899814","N/A"
"UKS  12/52","20/10/2023","GB00B0BDTM29","Strips","N/A","07/12/2052","22.586771","22.586771","5.174512","28.388468","N/A"
"UKS  06/53","20/10/2023","GB00B0BDTN36","Strips","N/A","07/06/2053","22.078983","22.078983","5.164797","28.877226","N/A"
"UKS  12/53","20/10/2023","GB00B0BDTP59","Strips","N/A","07/12/2053","21.587072","21.587072","5.154701","29.366084","N/A"
"UKS  06/54","20/10/2023","GB00B0BDTQ66","Strips","N/A","07/06/2054","21.110419","21.110419","5.144254","29.855041","N/A"
"UKS  12/54","20/10/2023","GB00B0BDTR73","Strips","N/A","07/12/2054","20.648437","20.648437","5.133480","30.344097","N/A"
"UKS  06/55","20/10/2023","GB00B0BDTS80","Strips","N/A","07/06/2055","20.200576","20.200576","5.122404","30.833249","N/A"
"UKS  12/55","20/10/2023","GB00B0BDTT97","Strips","N/A","07/12/2055","19.766314","19.766314","5.111046","31.322497","N/A"
"UKR  12/55","20/10/2023","GB00B0BDTV10","Strips","N/A","07/12/2055","19.766314","19.766314","5.111046","31.322497","N/A"
